sample id,average perf,perf variance,n average
HumanEval/0,1,0,80
HumanEval/1,0.594594594595,0.229091626575,148
HumanEval/2,0.994866529774,0.000423808700607,70
HumanEval/3,1,0,70
HumanEval/4,0.971428571429,0.0277551020408,70
HumanEval/5,0.985714285714,0.0140816326531,70
HumanEval/6,1,0,44
HumanEval/7,1,0,44
HumanEval/8,1,0,133
HumanEval/9,0.977576477576,0.020615388673,42
HumanEval/10,0.929245626822,0.0568715193738,70
HumanEval/11,1,0,42
HumanEval/12,1,0,42
HumanEval/13,1,0,42
HumanEval/16,0.97619047619,0.0232426303855,42
HumanEval/17,1,0,42
HumanEval/18,1,0,42
HumanEval/19,1,0,70
HumanEval/20,1,0,42
HumanEval/21,0.671328969835,0.0909139903918,70
HumanEval/22,0.955349671249,0.00575943869959,70
HumanEval/23,1,0,42
HumanEval/24,1,0,44
HumanEval/25,0.979459191268,0.0166218480062,139
HumanEval/26,1,0,42
HumanEval/27,0.97619047619,0.0232426303855,42
HumanEval/28,0.954545454545,0.0433884297521,44
HumanEval/29,0.912410535356,0.0586261699711,70
HumanEval/30,0.999916833001,4.91089234262e-07,72
HumanEval/31,0.997753818509,1.66159577236e-05,42
HumanEval/33,1,0,42
HumanEval/34,0.999973662031,2.84412326551e-08,42
HumanEval/35,1,0,42
HumanEval/36,1,0,42
HumanEval/37,1,0,42
HumanEval/38,0.950190166338,0.0467859403864,139
HumanEval/39,0.809523809524,0.154195011338,42
HumanEval/40,0.983169462117,0.0141157795053,70
HumanEval/41,0.97619047619,0.0232426303855,42
HumanEval/42,1,0,42
HumanEval/43,0.998183403575,0.000128056715867,42
HumanEval/44,1,0,42
HumanEval/45,1,0,42
HumanEval/46,0.83703826587,0.131431364733,137
HumanEval/47,0.9399,0.0541429757143,70
HumanEval/48,0.541823402728,0.24724199729,70
HumanEval/49,0.976070104483,0.0232370056206,42
HumanEval/50,0.900541125541,0.0603008681434,42
HumanEval/51,1,0,70
HumanEval/52,0.928571428571,0.0663265306122,42
HumanEval/53,0.931818181818,0.0635330578512,44
HumanEval/54,0.97698480649,0.00226140783415,137
HumanEval/55,0.925385239254,0.0525384318376,137
HumanEval/56,1,0,42
HumanEval/57,1,0,42
HumanEval/58,1,0,44
HumanEval/59,1,0,42
HumanEval/60,0.986111111111,0.0136959876543,72
HumanEval/61,1,0,70
HumanEval/62,0.958435350356,0.0396203943866,72
HumanEval/63,0.871428571429,0.0992033973353,42
HumanEval/64,0.952023452023,0.0423899753158,70
HumanEval/65,0.902265450861,0.0269822183872,125
HumanEval/66,1,0,70
HumanEval/67,0.942898312063,0.0538000346099,70
HumanEval/68,0.999881779922,1.03422303505e-07,42
HumanEval/69,0.960445993031,0.0349409347691,70
HumanEval/70,0.97619047619,0.0232426303855,42
HumanEval/71,1,0,42
HumanEval/72,1,0,70
HumanEval/73,0.986111111111,0.0136959876543,72
HumanEval/74,0.972298767223,0.0236782722571,42
HumanEval/75,1,0,42
HumanEval/76,0.933111556101,0.0612353011923,137
HumanEval/77,0.94512195122,0.0341863544942,42
HumanEval/78,0.999810847874,3.3989600287e-07,42
HumanEval/79,0.991452991453,0.00847395719191,117
HumanEval/80,1,0,42
HumanEval/81,0.64393638171,0.192364263722,130
HumanEval/82,1,0,42
HumanEval/84,1,0,42
HumanEval/85,1,0,42
HumanEval/86,0.922323203635,0.0659555669593,42
HumanEval/87,0.99460916442,0.00119150543806,42
HumanEval/88,1,0,42
HumanEval/89,1,0,137
HumanEval/90,0.998479875626,0.000100790984958,70
HumanEval/91,0.99825333712,0.000135637064133,70
HumanEval/92,1,0,42
HumanEval/93,0.883984837716,0.0996438824368,42
HumanEval/94,0.95813393742,0.0391565935103,70
HumanEval/95,0.923217374592,0.0375871562991,121
HumanEval/96,1,0,42
HumanEval/97,1,0,42
HumanEval/98,1,0,42
HumanEval/99,0.960808461316,0.033853432609,116
HumanEval/101,1,0,42
HumanEval/102,0.976647930506,0.0106882553333,103
HumanEval/103,0.893383458647,0.0446277211827,70
HumanEval/104,0.974054028391,0.0165538842853,42
HumanEval/105,0.913260219342,0.0717996037998,42
HumanEval/106,0.769230769231,0.170417723302,42
HumanEval/107,0.980066445183,0.00238407964592,42
HumanEval/108,0.654805352798,0.132531551386,137
HumanEval/109,0.98354978355,0.0143430595379,70
HumanEval/110,0.978575894663,0.0131425127587,108
HumanEval/111,0.999891774892,1.52264762654e-07,42
HumanEval/112,0.980156361052,0.0160542811377,70
HumanEval/113,0.432217714672,0.243833119385,72
HumanEval/114,1,0,42
HumanEval/115,0.875062034739,0.0605809736969,70
HumanEval/116,0.952282836211,0.045342254674,42
HumanEval/117,1,0,42
HumanEval/118,0.902252855733,0.0441901936464,112
HumanEval/119,1,0,42
HumanEval/120,0.685766096745,0.111703459585,42
HumanEval/121,1,0,42
HumanEval/122,0.961549395878,0.00901511025439,70
HumanEval/123,0.953579993148,0.0431265323962,42
HumanEval/124,0.983857142857,0.0140351795918,70
HumanEval/125,0.978597850978,0.00584998527227,42
HumanEval/126,0.998634072818,1.4468158483e-05,105
HumanEval/127,0.927106778249,0.035021702905,137
HumanEval/128,0.97619047619,0.0232426303855,42
HumanEval/129,0.803480783176,0.143773824818,70
HumanEval/131,1,0,104
HumanEval/132,0.924123175029,0.0295024526551,118
HumanEval/133,1,0,42
HumanEval/134,0.995981695982,6.46003606107e-05,70
HumanEval/135,0.963272353929,0.0289176639882,44
HumanEval/136,1,0,42
